pacifier	مصاصة	verb	medium
paddle	مجداف	noun	medium
pail	سطل	noun	easy
painter	رسام	verb	medium
pamphlet	كتيب	noun	medium
panel	لوحة	noun	easy
parsley	بَقدونس	noun	medium
patch	رقعة	noun	easy
paw	مخلب	noun	easy
peanut	الفول السوداني	noun	medium
pedal	دواسة	noun	easy
perfume	عطر	noun	medium
picnic	نزهه	adjective	medium
pile	كومة	noun	easy
pirate	قرصان	verb	medium
pistachio	الفستق	noun	hard
poison	سم	noun	medium
pouch	كيس	noun	easy
powder	مسحوق	verb	medium
pudding	بودنغ	adjective	medium
puff	نفخة	noun	easy
punch	لكمة	noun	easy
puppet	دمية	noun	medium
rack	رف	noun	easy
radar	رادار	noun	easy
rag	خرقة	noun	easy
railroad	السكك الحديدية	noun	medium
raisin	زبيب	noun	medium
rapids	المنحدرات	noun	medium
razor	ماكينة حلاقة	noun	easy
reader	قارئ	verb	medium
reed	ريد	noun	easy
reel	بكرة	noun	easy
register	يسجل	verb	medium
rickshaw	عربة يد	noun	medium
rifle	بندقية	noun	easy
rink	حلبة التزلج	noun	easy
ripple	تموج	noun	medium
royal	ملكي	noun	easy
ruby	روبي	noun	easy
rumble	ترعد	noun	medium
rye	الجاودار	noun	easy
sack	كيس	noun	easy
saddle	سرج	noun	medium
safari	سفاري	noun	medium
salon	صالون	noun	easy
samosa	سمبوسة	noun	medium
sash	وشاح	noun	easy
saucer	صحن	verb	medium
savings	المدخرات	noun	medium
scallop	إكليل	noun	medium
scent	رائحة	noun	easy
scoop	مغرفة	noun	easy
scratch	يخدش	noun	medium
seagull	النورس	noun	medium
seam	التماس	noun	easy
series	مسلسل	noun	medium
shift	يحول	noun	easy
sill	عتبة	noun	easy
sled	تزلج	noun	easy
slime	الوحل	noun	easy
smarty	ذكي	noun	medium
smokestack	مدخنة	noun	hard
snowflake	ندفة الثلج	noun	hard
snowman	رجل ثلج	noun	medium
socket	المقبس	noun	medium
spade	الأشياء بأسمائها الحقيقية	noun	easy
span	فترة	noun	easy
spark	شرارة	noun	easy
spatula	ملعقة	noun	medium
speck	بقعة	noun	easy
spiderweb	شبكة العنكبوت	noun	hard
splinter	شظية	verb	medium
stairway	درج	noun	medium
stampede	تدافع	noun	medium
steam	بخار	noun	easy
stockpile	مخزون	noun	hard
streamer	غاسل	verb	medium
sugarcane	قصب السكر	noun	hard
sunflower	عباد الشمس	verb	hard
supermarket	سوبر ماركت	noun	hard
surfboard	لوح ركوب الأمواج	noun	hard
surround	محيط	noun	medium
sushi	سوشي	noun	easy
switchboard	لوحة التبديل	noun	hard
tailgate	الباب الخلفي	verb	medium
tambourine	دف صغير	noun	hard
tangerine	اليوسفي	noun	hard
tapestry	نسيج	noun	medium
target	هدف	noun	medium
tart	تورتة	noun	easy
tattoo	وشم	noun	medium
tavern	حانة	noun	medium
teapot	إبريق الشاي	noun	medium
teddy	تيدي	noun	easy
teenager	مراهق	verb	medium
telegram	برقية	noun	medium
thicket	غابة	noun	medium
toddler	طفل صغير	verb	medium
toolbox	الأدوات	noun	medium
tortilla	التورتيا	noun	medium
township	بلدة	noun	medium
trampoline	الترامبولين	noun	hard
traveler	مسافر	verb	medium
treadmill	جهاز المشي	noun	hard
tricycle	دراجة ثلاثية العجلات	noun	medium
tulip	الخزامى	noun	easy
tuxedo	سهرة	noun	medium
typewriter	آلة كاتبة	verb	hard
union	الاتحاد	noun	easy
useful	مفيد	adjective	medium
vacation	أجازة	noun	medium
vampire	مصاص دماء	noun	medium
velvet	مخمل	noun	medium
vendor	بائع	noun	medium
voucher	قسيمة	verb	medium
walnut	الجوز	noun	medium
wand	عصا	noun	easy
warrior	محارب	noun	medium
wax	الشمع	noun	easy
weekend	عطلة نهاية الأسبوع	noun	medium
weightlifter	رافع الاثقال	verb	hard
westward	غربا	noun	medium
wig	شعر مستعار	noun	easy
wilderness	البرية	noun	hard
wizard	معالج	noun	medium
workplace	مكان العمل	noun	hard
wreath	إكليل	noun	medium
wristband	معصمه	noun	hard
writer	الكاتب	verb	medium
yarn	غزل	noun	easy
hymn	ترنيمة	noun	easy
jam	مربى	noun	easy
jar	جرة	noun	easy
jazz	موسيقى الجاز	noun	easy
jeep	جيب	noun	easy
log	سجل	noun	easy
penny	بنس واحد	noun	easy
scene	مشهد	noun	easy
vehicle	عربة	noun	medium
price	سعر	noun	easy
flame	لهب	noun	easy
tube	أنبوب	noun	easy
effect	تأثير	noun	medium
rate	معدل	noun	easy
form	استمارة	noun	easy
group	مجموعة	noun	easy
proof	دليل	noun	easy
view	منظر	noun	easy
statement	إفادة	noun	hard
goggles	نظارات واقية	noun	medium
discount	تخفيض	noun	medium
markup	العلامات	noun	medium
sales	مبيعات	noun	easy
deposit	إيداع	noun	medium
recycling	إعادة التدوير	adjective	hard
notation	تدوين	noun	medium
operations	العمليات	noun	hard
numbers	أرقام	noun	medium
mental	عقلي	adjective	medium
arithmetic	الحساب	adjective	hard
geometric	هندسي	adjective	hard
engineering	هندسة	adjective	hard
cellular	الخلوية	noun	medium
quake	زلزال	noun	easy
volcanic	بركاني	adjective	medium
pacific	المحيط الهادئ	adjective	medium
niche	المكانة	noun	easy
relation	علاقة	noun	medium
source	مصدر	noun	medium
section	قسم	noun	medium
scalar	العددية	noun	medium
replication	النسخ المتماثل	noun	hard
meeting	مقابلة	adjective	medium
hearing	السمع	adjective	medium
portal	منفذ	adjective	medium
literacy	معرفة القراءة والكتابة	noun	medium
checking	التحقق	adjective	medium
propaganda	دعاية	noun	hard
operation	عملية	noun	hard
reform	إصلاح	noun	medium
genealogy	علم الأنساب	noun	hard
chronometer	الكرونومتر	verb	hard
ellipsis	القطع الناقص	noun	medium
fragment	جزء	noun	medium
agreement	اتفاق	noun	hard
placement	التنسيب	noun	hard
formation	تشكيل	noun	hard
publishing	نشر	adjective	hard
hashtag	الوسم	noun	medium
examination	فحص	noun	hard
spotting	اكتشاف	adjective	medium
imitation	تقليد	noun	hard
discussion	مناقشة	noun	hard
censorship	الرقابة	noun	hard
pacing	سرعة	adjective	medium
impromptu	مرتجلة	noun	hard
memorized	حفظها	adjective	hard
memorial	نصب تذكاري	adjective	medium
farewell	وداع	noun	medium
storyboard	القصة المصورة	noun	hard
acrobat	بهلوان	noun	medium
admiral	أدميرال	adjective	medium
airbrush	البخاخة	noun	medium
airfield	مطار	noun	medium
airlift	جسر جوي	noun	medium
airlock	غرفة معادلة الضغط	noun	medium
airman	طيار	noun	medium
airways	الخطوط الجوية	noun	medium
alcove	الكوة	noun	medium
alfalfa	البرسيم	noun	medium
almanac	تقويم	noun	medium
altar	مذبح	noun	easy
amber	العنبر	verb	easy
amethyst	جمشت	noun	medium
amigo	صديق	noun	easy
amulet	تميمة	noun	medium
angler	الصياد	verb	medium
anorak	واق	noun	medium
antler	قرن الوعل	verb	medium
anvil	سندان	noun	easy
armband	شارة	noun	medium
armrest	مسند للذراعين	noun	medium
armpit	إبط	noun	medium
arrowhead	رأس السهم	noun	hard
artichoke	خرشوف	noun	hard
arugula	جرجير	noun	medium
ashtray	منفضة سجائر	noun	medium
asparagus	الهليون	noun	hard
audiobook	كتاب مسموع	noun	hard
aviary	القفص	noun	medium
axolotl	قنفذ البحر	noun	medium
baboon	قرد البابون	noun	medium
backache	آلام الظهر	noun	medium
backboard	اللوحة الخلفية	noun	hard
backfire	نتائج عكسية	noun	medium
backhand	ضربة خلفية	noun	medium
backhoe	حفار	noun	medium
backlit	بإضاءة خلفية	noun	medium
backrest	مسند الظهر	noun	medium
backseat	المقعد الخلفي	noun	medium
backside	المؤخر	noun	medium
backstop	مساندة	noun	medium
backtalk	الحديث الخلفي	noun	medium
backwash	الغسيل العكسي	noun	medium
backwoods	غابات خلفية	noun	hard
backyard	الفناء الخلفي	noun	medium
bagpipe	مزمار القربة	noun	medium
bakeware	خبز	noun	medium
ballast	الصابورة	noun	medium
ballboy	فتى الكرة	noun	medium
ballgame	لعبة الكرة	noun	medium
ballpark	ملعب كرة قدم	noun	medium
ballpoint	نقطة حبر جاف	noun	medium
ballroom	قاعة رقص	noun	medium
banister	درابزين	noun	medium
