Agitate,Verb,يضطرب,Don't agitate the water.
Agreeable,Adjective,موافق/ممتع,An agreeable personality.
Alibi,Noun,حجة غياب,He has a strong alibi.
Alleviate,Verb,يخفف,Alleviate the pain.
Alliance,Noun,تحالف,Form a strong alliance.
Allocate,Verb,يخصص,Allocate time for study.
Allure,Noun,إغراء/جاذبية,The allure of the sea.
Ally,Noun,حليف,He is my loyal ally.
Alter,Verb,يغير,Alter the design.
Amateur,Noun,هاوٍ,An amateur photographer.
Amend,Verb,يعدل,Amend the contract.
Ample,Adjective,واسع/كافٍ,Ample evidence provided.
Amplify,Verb,يضخم,Amplify the sound.
Amuse,Verb,يسلي,Amuse the audience.
Analyze,Verb,يحلل,Analyze the situation.
Ancestor,Noun,سلف,Our ancient ancestors.
Ancient,Adjective,قديم,Ancient history.
Anecdote,Noun,حكاية قصيرة,A funny anecdote.
Annoy,Verb,يزعج,Don't annoy others.
Anticipate,Verb,يتوقع,Anticipate the outcome.
Antique,Noun,تحفة,An antique vase.
Appall,Verb,يُروع,The results will appall you.
Apparel,Noun,ملابس,Modern apparel store.
Apparent,Adjective,واضح,It is apparent now.
Appeal,Verb,يناشد/يجذب,Appeal to the senses.
Append,Verb,يُلحق,Append the file.
Applaud,Verb,يصفق,Applaud the winner.
Appoint,Verb,يعين,Appoint a new leader.
Appraise,Verb,يقيم,Appraise the house value.
Apprehend,Verb,يقبض على,Apprehend the criminal.
Apprentice,Noun,متدرب,An apprentice chef.
Approach,Verb,يقترب,Approach the finish line.
Appropriate,Adjective,مناسب,Appropriate clothing.
Approximate,Adjective,تقريبي,An approximate value.
Arbitrary,Adjective,تعسفي/عشوائي,An arbitrary decision.
Ardent,Adjective,متحمس,An ardent supporter.
Arduous,Adjective,شاق,An arduous task.
Argue,Verb,يجادل,Don't argue pointlessly.
Arise,Verb,ينشأ/يظهر,Problems may arise.
Array,Noun,مجموعة/تشكيلة,An array of choices.
Arrest,Verb,يعتقل,Arrest the suspect.
Arrogant,Adjective,متغطرس,An arrogant person.
Articulate,Verb,ينطق بوضوح,Articulate your thoughts.
Artificial,Adjective,صناعي,Artificial light.
Ascend,Verb,يصعد,Ascend the mountain.
Ascribe,Verb,يعزو,Ascribe to bad luck.
Aspect,Noun,جانب,Every aspect of life.
Aspire,Verb,يطمح,Aspire to be great.
Assemble,Verb,يجمع,Assemble the pieces.
Assert,Verb,يؤكد,Assert your rights.
Assess,Verb,يقيم,Assess the damage.
Assign,Verb,يكلف,Assign a new task.
Assist,Verb,يساعد,Assist the elderly.
Associate,Verb,يربط,Associate with friends.
Assume,Verb,يفترض,Assume the responsibility.
Assure,Verb,يطمئن,Assure him of safety.
Astonish,Verb,يدهش,Astonish the crowd.
Astronomy,Noun,علم الفلك,Study of astronomy.
Asylum,Noun,لجوء,Political asylum.
Athletic,Adjective,رياضي,Athletic performance.
Atmosphere,Noun,غلاف جوي/جو,The earth's atmosphere.
Attach,Verb,يرفق,Attach the document.
Attain,Verb,يحقق,Attain your goal.
Attempt,Verb,يحاول,Attempt the impossible.
Attend,Verb,يحضر,Attend the meeting.
Attire,Noun,ملابس,Formal attire.
Attitude,Noun,موقف/سلوك,A positive attitude.
Attract,Verb,يجذب,Attract attention.
Attribute,Noun,صفة/سمة,A good attribute.
Audacious,Adjective,جريء,An audacious plan.
Audible,Adjective,مسموع,Voice was barely audible.
Audience,Noun,جمهور,The audience cheered.
Audit,Verb,يدقق,Audit the accounts.
Augment,Verb,يزيد,Augment the income.
Authentic,Adjective,أصيل,Authentic food.
Author,Noun,مؤلف,A famous author.
Authority,Noun,سلطة,The authority in charge.
Autograph,Noun,توقيع,Get an autograph.
Automate,Verb,يؤتمت,Automate the process.
Autonomous,Adjective,مستقل,An autonomous car.
Available,Adjective,متاح,Is it available?
Average,Adjective,متوسط,The average score.
Averse,Adjective,معارض/كاره,Averse to risk.
Avert,Verb,يتجنب/يمنع,Avert the accident.
Avid,Adjective,شغوف,An avid reader.
Avoid,Verb,يتجنب,Avoid danger.
Award,Noun,جائزة,Win an award.
Aware,Adjective,واعٍ,Be aware of risks.
Awkward,Adjective,محرج,An awkward silence.
Baffle,Verb,يحير,The mystery will baffle you.
Balance,Verb/Noun,يوازن/توازن,Balance the equation.
Ban,Verb,يمنع,Ban the harmful waste.
Banish,Verb,ينفي/يطرد,Banish the bad thoughts.
Bankrupt,Adjective,مفلس,The company went bankrupt.
Bar,Verb,يغلق/يمنع,Bar the entrance door.
Bare,Adjective,عاري,Bare feet on the sand.
Barometer,Noun,مقياس ضغط,Check the barometer reading.
Barren,Adjective,قاحل,A barren desert landscape.
Barrier,Noun,حاجز,Break the language barrier.
Bashful,Adjective,خجول,A bashful little child.
Basic,Adjective,أساسي,The basic rules of science.
Battery,Noun,بطارية,Charge the battery fully.
Battle,Noun,معركة,Win the final battle.
Beacon,Noun,منارة,A beacon of hope.
Beam,Noun/Verb,شعاع/يُشع,A beam of sunlight.
Bear,Verb,يتحمل/يحتمل,Bear the weight of the wall.
Bearing,Noun,اتجاه/سلوك,Check your compass bearing.
Beat,Verb,يهزم/يدق,Beat the competition.
Behold,Verb,يرى/يشاهد,Behold the amazing sight.
Belief,Noun,اعتقاد,A firm belief in justice.
Belittle,Verb,يقلل من شأن,Don't belittle his work.
Belligerent,Adjective,عدائي,A belligerent tone of voice.
Bellow,Verb,يزأر/يصرخ,The bull began to bellow.
Benevolent,Adjective,كريم/خير,A benevolent donor.
Benign,Adjective,حميد/لطيف,A benign growth.
Berate,Verb,يوبخ,Don't berate the staff.
Bestow,Verb,يمنح/يهدي,Bestow a reward upon him.
Betray,Verb,يخون,Never betray a friend.
Bewilder,Verb,يربك,Graphs can bewilder beginners.
Bias,Noun,تحيز,Remove all personal bias.
Bickering,Noun,مشاجرة/جدال,Stop the constant bickering.
Bid,Verb,يأمر/يعرض سعراً,Bid at the auction.
Bilingual,Adjective,ثنائي اللغة,A bilingual dictionary.
Bind,Verb,يربط,Bind the books together.
Biography,Noun,سيرة ذاتية,Write a biography.
Bizarre,Adjective,غريب,A bizarre fashion style.
Blame,Verb,يلوم,Don't blame others.
Blank,Adjective,فارغ,A blank page.
Blare,Verb,يُدوي/يصدر صوتاً عالياً,The music began to blare.
Blast,Noun,انفجار,A loud blast of air.
Blatant,Adjective,صارخ/واضح,A blatant lie.
Bleak,Adjective,كئيب,A bleak winter day.
Blend,Verb,يمزج,Blend the colors together.
Bless,Verb,يبارك,Bless your family.
Blight,Noun,آفة/مرض نباتي,The crop blight spread.
Bliss,Noun,سعادة مطلقة,Pure bliss on vacation.
Bloat,Verb,يتورم/ينتفخ,Too much salt makes you bloat.
Block,Verb,يعيق,Block the view.
Blunder,Noun,خطأ فادح,A stupid blunder.
Blur,Verb,يُشوش,Rain will blur the vision.
Blurt,Verb,يقول دون تفكير,Don't blurt out secrets.
Blush,Verb,يخجل/يحمر وجهه,She began to blush.
Boast,Verb,يتباهى,Don't boast about success.
Bold,Adjective,جريء,A bold new experiment.
Bombard,Verb,يقصف,Bombard with questions.
Bond,Noun,رابطة,A strong family bond.
Bonus,Noun,مكافأة,A bonus for hard work.
Boost,Verb,يعزز,Boost your energy levels.
Border,Noun,حدود,Cross the country border.
Bore,Verb,يمل,Don't bore the audience.
Borrow,Verb,يستعير,Borrow a book.
Bother,Verb,يزعج,Don't bother me now.
Bound,Adjective,مُتجه نحو/ملتزم,Bound for the capital.
Boundary,Noun,حد فاصل,Define the boundary.
Bountiful,Adjective,وفير,A bountiful harvest.
Brace,Verb,يستعد/يدعم,Brace for the impact.
Brag,Verb,يتباهى,He loves to brag.
Braid,Verb/Noun,يجدل/جديلة,Braid your hair.
Brainstorm,Verb,عصف ذهني,Brainstorm new ideas.
Brash,Adjective,متهور,A brash young man.
Brave,Adjective,شجاع,A brave firefighter.
Brawl,Noun,مشاجرة,A street brawl.
Breach,Noun/Verb,خرق/انتهاك,A breach of contract.
Break,Verb,يكسر,Break the silence.
Breakdown,Noun,انهيار,A breakdown in communication.
Breakthrough,Noun,اختراق/تقدم كبير,A medical breakthrough.
Breath,Noun,نفس,Take a deep breath.
Breathe,Verb,يتنفس,Breathe slowly.
Breezy,Adjective,مُنعش/عليل,A breezy afternoon.
Breviary,Noun,مختصر,A breviary of notes.
Brief,Adjective,موجز,A brief report.
Bright,Adjective,لامع/ذكي,A bright student.
Brilliant,Adjective,متألق,A brilliant mind.
Brim,Noun,حافة,Fill to the brim.
Brink,Noun,حافة,On the brink of change.
Brisk,Adjective,نشيط,A brisk morning walk.
Brittle,Adjective,هش,Brittle glass breaks easily.
Broach,Verb,يفتح موضوعاً للنقاش,Broach a sensitive topic.
Broad,Adjective,عريض,A broad smile.
Broadcast,Verb,يبث,Broadcast the news.
Broil,Verb,يشوي,Broil the meat.
Broken,Adjective,مكسور,A broken promise.
Brood,Verb,يفكر بضيق/يتحسر,Don't brood over failures.
Browse,Verb,يتصفح,Browse the internet.
Bruise,Noun,كدمة,A dark bruise.
Brunt,Noun,الصدمة/الوطأة,Bear the brunt of criticism.
Brutal,Adjective,قاسي,A brutal truth.
Bubble,Noun,فقاعة,Blow a bubble.
Buck,Verb,يقاوم,Buck the trend.
Budget,Noun,ميزانية,Follow the budget plan.
Buffet,Noun,بوفيه,Enjoy the buffet.
Bug,Verb/Noun,يزعج/حشرة,The noise will bug me.
Build,Verb,يبني,Build a castle.
Bulk,Noun,كتلة/حجم كبير,The bulk of the work.
Bully,Verb/Noun,يتنمر,Don't bully others.
Bump,Verb,يصطدم,Bump into a wall.
Bunch,Noun,حزمة/مجموعة,A bunch of keys.
Bundle,Noun,رزمة,A bundle of papers.
Buoy,Noun/Verb,عوامة/يعوم,The boat will buoy up.
Burden,Noun,عبء,The burden of debt.
Bureau,Noun,مكتب,A government bureau.
Burglar,Noun,لص,Catch the burglar.
Burial,Noun,دفن,The burial ceremony.
Burn,Verb,يحرق,Burn the wood.
Burst,Verb,ينفجر,The balloon will burst.
Bury,Verb,يدفن,Bury the treasure.
Bush,Noun,شجيرة,Hide behind the bush.
Business,Noun,عمل/تجارة,A small business.
Bust,Verb/Noun,يكسر/تمثال نصفي,The handle went bust.
Bustle,Noun,ضجيج/نشاط,The hustle and bustle.
Busy,Adjective,مشغول,A busy day ahead.
Butcher,Noun,جزار,The village butcher.
Butler,Noun,كبير الخدم,The loyal butler.
Butt,Verb/Noun,ينطح/نهاية,Don't butt in.
Butter,Verb/Noun,يزبد/زبدة,Butter the bread.
Button,Verb/Noun,يزرر/زر,Button your coat.
Buy,Verb,يشتري,Buy fresh fruit.
Buzz,Verb,يطن,The bees began to buzz.
Bygone,Adjective,ماضٍ,Bygone days.
Bypass,Verb,يتجاوز,Bypass the traffic.
Byproduct,Noun,منتج ثانوي,A useful byproduct.
Bystander,Noun,شخص متفرج,The innocent bystander.
Byte,Noun,بايت (معلوماتي),A megabyte of data.
Cabinet,Noun,خزانة/مجلس وزراء,Store items in the cabinet.
Cable,Noun,كابل/سلك,Connect the power cable.
Cackle,Verb,يقهقه,The chickens began to cackle.
Cactus,Noun,صبار,A cactus needs little water.
Cadaver,Noun,جثة,Study the anatomy of a cadaver.
Cadence,Noun,إيقاع,The musical cadence of poetry.
Cage,Noun,قفص,Keep the bird in the cage.
Cajole,Verb,يستعطف/يغري,Cajole him into helping.
Calamity,Noun,كارثة,The earthquake was a calamity.
Calculate,Verb,يحسب,Calculate the exact sum.
Caliber,Noun,عيار/مستوى,A person of high caliber.
Callous,Adjective,قاسي القلب,A callous remark.
Calm,Adjective,هادئ,The sea is calm today.
Camel,Noun,جمل,The camel lives in the desert.
Camouflage,Verb,يُموه,The lizard will camouflage itself.
Campaign,Noun,حملة,Start a recycling campaign.
Cancel,Verb,يلغي,Cancel the flight.
Candid,Adjective,صريح,A candid interview.
Candidate,Noun,مرشح,Interview the candidate.
Candor,Noun,صراحة,Speak with total candor.
Canine,Noun/Adjective,كلبي/ناب,The canine tooth.
Canker,Noun,قرحة,A canker in the plant.
Cannibal,Noun,آكل لحوم البشر,The tribe was cannibals.
Cannon,Noun,مدفع,Fire the old cannon.
Canoe,Noun,قارب صغير,Row the canoe carefully.
Canon,Noun,قانون/قاعدة,The canon of classic literature.
Canopy,Noun,مظلة شجرية,The rainforest canopy.
Cantankerous,Adjective,مشاكس,An old cantankerous man.
Canvas,Noun,قماش للرسم,Paint on a large canvas.
Canyon,Noun,أخدود,Explore the deep canyon.
Capable,Adjective,قادر,He is capable of hard work.
Capacious,Adjective,فسيح,A capacious backpack.
Capacity,Noun,سعة,Full capacity reached.
Capital,Noun,عاصمة/رأس مال,Cairo is the capital.
Capitulate,Verb,يستسلم,The army will capitulate.
Caprice,Noun,نزوة,A sudden caprice of fate.
Capsule,Noun,كبسولة,A space exploration capsule.
Captivate,Verb,يأسر,Her smile will captivate you.
Captive,Noun/Adjective,أسير,Free the captive bird.
Capture,Verb,يلتقط/يأسر,Capture the moment.
Caravan,Noun,قافلة,A caravan crossed the desert.
Carbohydrate,Noun,كربوهيدرات,Energy from carbohydrate.
Carbon,Noun,كربون,Carbon is in all life.
Carcinogen,Noun,مادة مسرطنة,Avoid any carcinogen.
Cardboard,Noun,ورق مقوى,Use cardboard for crafts.
Cardiac,Adjective,قلبي,A cardiac exercise plan.
Cardinal,Adjective/Noun,رئيسي/كاردينال,A cardinal rule of law.
Care,Noun,عناية,Handle with care.
Careen,Verb,يترنح/يميل,The car began to careen.
Career,Noun,مهنة,A successful medical career.
Carefree,Adjective,مهموم/خالٍ من الهموم,A carefree summer day.
Careful,Adjective,حذر,Be careful on the stairs.
Caress,Verb,يداعب/يلمس بلطف,Caress the soft fur.
Cargo,Noun,شحنة,Load the cargo on the ship.
Caricature,Noun,رسم كاريكاتوري,A funny caricature drawing.
Carnage,Noun,مذبحة,The war left total carnage.
Carnival,Noun,كرنفال,The annual town carnival.
Carol,Noun,ترنيمة,Sing a holiday carol.
Carouse,Verb,يحتفل بصخب,They carouse all night.
Carp,Verb,ينتقد بحدة,Don't carp about trifles.
Carpenter,Noun,نجار,The carpenter fixed the table.
Carrion,Noun,جيفة,Animals feed on carrion.
Carry,Verb,يحمل,Carry the heavy bag.
Carton,Noun,كرتونة/عبوة,A carton of milk.
Cartoon,Noun,رسوم متحركة,Watch a funny cartoon.
Carve,Verb,ينحت,Carve wood into shapes.
Cascade,Noun/Verb,شلال/يتساقط,Water will cascade down.
Case,Noun,قضية/صندوق,A challenging legal case.
Cash,Noun,نقد,Pay with physical cash.
Cashew,Noun,كاجو,Eat a handful of cashew.
Casing,Noun,غلاف,The metal casing broke.
Casket,Noun,تابوت,The funeral casket.
Cassette,Noun,شريط كاسيت,Play the old cassette.
Cast,Verb,يصب/يمثل,Cast the metal mold.
Caste,Noun,طائفة اجتماعية,The rigid social caste.
Castle,Noun,قلعة,The ancient stone castle.
Casual,Adjective,غير رسمي,A casual outfit.
Casualty,Noun,ضحية,There was one casualty.
Catacomb,Noun,سرداب,Explore the old catacomb.
Catalog,Noun/Verb,كتالوج/يفهرس,Catalog the new books.
Catalyst,Noun,محفز,He was a catalyst for change.
Catastrophe,Noun,كارثة,A complete financial catastrophe.
Catch,Verb,يمسك,Catch the thrown ball.
Category,Noun,فئة,A new category of items.
Cater,Verb,يُقدم خدمات,Cater for the party.
Caterpillar,Noun,يرقة,The caterpillar became a moth.
Catharsis,Noun,تطهير نفسي,A moment of catharsis.
Catholic,Adjective,شامل/كثوليكي,A catholic interest in art.
Caucus,Noun,اجتماع حزبي,Attend the political caucus.
Cauldron,Noun,مرجل,The witch's large cauldron.
Caulk,Verb,يَسد الشقوق,Caulk the window frame.
Cause,Noun/Verb,سبب/يسبب,Cause a major disruption.
Caustic,Adjective,كاوٍ/لاذع,A caustic remark.
Caution,Noun,حذر,Proceed with great caution.
Cavalier,Adjective,مستهتر,A cavalier attitude.
Cavalry,Noun,فرسان,The cavalry arrived early.
Cave,Noun,كهف,Explore the dark cave.
Cavern,Noun,كهف كبير,A deep cavern underground.
Cavil,Verb,يتذمر بلا سبب,Stop to cavil at details.
Cavity,Noun,تجويف/تسوس,Check for a tooth cavity.
Cease,Verb,يتوقف,Cease all operations.
Cede,Verb,يتنازل عن,Cede control of the land.
Celebrate,Verb,يحتفل,Celebrate the victory.
Celebrity,Noun,شخص مشهور,Meet a famous celebrity.
Celerity,Noun,سرعة,Move with great celerity.
Celestial,Adjective,سماوي,Observe celestial bodies.
Cell,Noun,خلية,The basic unit is the cell.
Cellar,Noun,قبو,Store food in the cellar.
Cello,Noun,آلة التشيلو,Play a song on the cello.
Cement,Noun/Verb,أسمنت/يثبت,Cement the new friendship.
Censor,Verb,يفرض رقابة,Censor the offensive content.
Census,Noun,تعداد سكاني,Participate in the census.
Center,Noun,مركز,The center of the town.
Centrifuge,Noun,جهاز طرد مركزي,Use the lab centrifuge.
Centurion,Noun,قائد مئة في الجيش الروماني,The Roman centurion.
Century,Noun,قرن,A whole century passed.
Ceramic,Adjective,خزفي,Make ceramic pots.
Cerebral,Adjective,عقلي,A very cerebral movie.
Ceremony,Noun,مراسم,The graduation ceremony.
Certain,Adjective,مؤكد,Are you certain?
Certify,Verb,يشهد بصحة,Certify the documents.
Cessation,Noun,توقف,The cessation of fighting.
Chafe,Verb,يحتك/يهيج,The strap will chafe skin.
Chaff,Noun,قش/تبن,Separate wheat from chaff.
Chagrin,Noun,خيبة أمل,Much to his chagrin.
Chain,Noun,سلسلة,A heavy iron chain.
Chair,Noun,كرسي,Sit on the chair.
Chairman,Noun,رئيس مجلس الإدارة,The chairman presided.
Chalice,Noun,كأس مقدسة,Drink from the golden chalice.
Chalk,Noun,طباشير,Write with colorful chalk.
Challenge,Noun,تحدي,Face the new challenge.
Chamber,Noun,غرفة,The king's private chamber.
Chamois,Noun,جلد الظبي,Clean with chamois.
Champion,Noun,بطل,A national champion.
Chance,Noun,فرصة,Give him a chance.
Chancellor,Noun,مستشار,The university chancellor.
Change,Verb,يغير,Change your clothes.
Channel,Noun/Verb,قناة/يوجه,Channel your energy well.
Chaos,Noun,فوضى,The room is in chaos.
Chapel,Noun,كنيسة صغيرة,Get married in the chapel.
Character,Noun,شخصية,A unique story character.
Charade,Noun,تمثيلية,The apology was a charade.
Charge,Verb,يشحن/يتهم,Charge the mobile phone.
Charisma,Noun,كاريزما,He has great charisma.
Charitable,Adjective,خيري,A charitable foundation.
Charm,Noun,سحر,She has a natural charm.
Chart,Noun,رسم بياني,View the growth chart.
Charter,Noun,ميثاق,Sign the city charter.
Chase,Verb,يطارد,Chase the fast thief.
Chasm,Noun,فجوة عميقة,A deep chasm in rock.
Chassis,Noun,هيكل السيارة,Check the car chassis.
Chaste,Adjective,عفيف/طاهر,A chaste lifestyle.
Chasten,Verb,يؤدب/يعظ,Hardship will chasten him.
Chastise,Verb,يوبخ بشدة,Chastise the naughty child.
Chat,Verb,يدردش,Chat with your friends.
Chatter,Verb,يثرثر,Don't chatter during class.
Cheap,Adjective,رخيص,A very cheap price.
Cheat,Verb,يغش,Never cheat in exams.
Check,Verb,يفحص,Check the final answers.
Checkered,Adjective,مُربعات/متنوع,A checkered history.
Cheek,Noun,خد,A rosy cheek.
Cheer,Verb,يهتف,Cheer for your team.
Cheerful,Adjective,مبتهج,A cheerful morning greeting.
Cherish,Verb,يعتز بـ,Cherish every happy memory.
Cherry,Noun,كرز,A sweet red cherry.
Chess,Noun,شطرنج,Play a game of chess.
Chest,Noun,صدر,Open the wooden chest.
Chew,Verb,يمضغ,Chew your food slowly.
Chicanery,Noun,خداع/احتيال,Win through political chicanery.
Chide,Verb,يؤنب,Teachers chide poor work.
Chief,Adjective/Noun,رئيسي/رئيس,The chief of the tribe.
Childish,Adjective,صبياني,Stop the childish behavior.
Chill,Noun/Verb,برودة/يبرد,A chill in the air.
Chilly,Adjective,بارد,It is a chilly night.
Chime,Verb,يدق (للساعة),The clock will chime soon.
Chimera,Noun,وهم/خيال,A political chimera.
Chimney,Noun,مدخنة,Smoke from the chimney.
Chisel,Noun/Verb,إزميل/ينحت,Chisel the stone block.
Chivalry,Noun,فروسية,The age of chivalry.
Chlorophyll,Noun,كلوروفيل,Plants need chlorophyll.
Choice,Noun,خيار,Make the right choice.
Choir,Noun,جوقة إنشاد,Join the school choir.
Choke,Verb,يختنق,Do not choke on food.
Cholera,Noun,كوليرا,A disease like cholera.
Choose,Verb,يختار,Choose your favorite color.
Chop,Verb,يقطع,Chop the vegetables finely.
Chord,Noun,نغمة موسيقية,Play a guitar chord.
Chore,Noun,عمل روتيني,Do your daily chore.
Chortle,Verb,يضحك بصوت عالٍ,Hear the happy chortle.
Chorus,Noun,كورال/لازمة,Sing in the chorus.
Chosen,Adjective,مختار,The chosen path.
Chronic,Adjective,مزمن,A chronic health condition.
Chronicle,Noun,سجل تاريخي,Read the city chronicle.
Chronology,Noun,تسلسل زمني,Study the chronology of events.
Chuckle,Verb,يضحك بخفة,She gave a small chuckle.
Chug,Verb,يتحرك بصوت/يشرب بسرعة,The train will chug along.
Chum,Noun,صديق حميم,My best school chum.
Chunk,Noun,قطعة كبيرة,A chunk of cheese.
Church,Noun,كنيسة,Visit the old church.
Churlish,Adjective,فظ,A churlish response.
Churn,Verb,يخض/يحرك بقوة,Churn the cream to butter.
Chute,Noun,مزالق/ممر,Slide down the chute.
Cicada,Noun,حشرة الزيز,The cicada makes noise.
Cider,Noun,عصير التفاح,Drink fresh apple cider.
Cigar,Noun,سيجار,Smoke a thick cigar.
Cigarette,Noun,سيجارة,Quit smoking cigarettes.
Cinder,Noun,جمرة,Hot cinder from fire.
Cipher,Noun,شفرة,Solve the secret cipher.
Circle,Noun,دائرة,Draw a perfect circle.
Circuit,Noun,دائرة كهربائية,Complete the circuit.
Circular,Adjective,دائري,A circular path.
Circulate,Verb,يوزع/ينتشر,Circulate the new paper.
Circumference,Noun,محيط,Measure the circumference.
Circumlocution,Noun,كلام غير مباشر,Avoid long circumlocution.
Circumscribe,Verb,يحدد/يحصر,The rules circumscribe action.
Circumspect,Adjective,حذر,Be circumspect in speech.
Circumstance,Noun,ظرف,Under this circumstance.
Circumvent,Verb,يتحايل/يتجنب,Circumvent the difficult rule.
Cistern,Noun,خزان مياه,Clean the water cistern.
Citadel,Noun,قلعة/حصن,The city's central citadel.
Citation,Noun,استشهاد/اقتباس,Include a proper citation.
Cite,Verb,يقتبس/يستشهد,Cite your sources.
Citizen,Noun,مواطن,Every good citizen knows.
Citizenship,Noun,مواطنة,Apply for citizenship.
Citrus,Noun,حمضيات,Orange is a citrus fruit.
City,Noun,مدينة,The city is very busy.
Civic,Adjective,مدني,Civic duty is important.
Civil,Adjective,مدني/مؤدب,Maintain civil behavior.
Civilian,Noun,مدني,Protect the civilian population.
Civilization,Noun,حضارة,The ancient Egyptian civilization.
Clad,Adjective,مكتسٍ/ملتف,Clad in warm clothes.
Claim,Verb,يدعي/يطالب,Claim your prize.
Clamber,Verb,يتسلق بصعوبة,Clamber up the rocks.
Clamor,Noun,ضجيج/صخب,The clamor of the crowd.
Clan,Noun,عشيرة,A powerful highland clan.
Clandestine,Adjective,سري,A clandestine meeting.
Clang,Verb,يُصدر رنيناً معدنياً,The bells will clang.
Clap,Verb,يصفق,Clap your hands together.
Clarify,Verb,يوضح,Clarify the instructions.
Clarinet,Noun,كلارينيت,Play the clarinet well.
Clarion,Adjective,واضح وقوي,A clarion call for action.
Clarity,Noun,وضوح,Speak with great clarity.
Clash,Verb,يتصادم,Our ideas will clash.
Clasp,Verb,يُمسك بإحكام,Clasp your hands firmly.
Class,Noun,فصل/طبقة,The morning math class.
Classic,Adjective,كلاسيكي,A classic novel.
Classify,Verb,يصنف,Classify these animals.
Clatter,Verb,يقرقع,Dishes clatter in sink.
Clause,Noun,جملة/بند,Read every legal clause.
Claw,Noun,مخلب,The eagle's sharp claw.
Clay,Noun,صلصال,Mold shapes from clay.
Clean,Adjective/Verb,نظيف/ينظف,Clean your messy room.
Clear,Adjective,واضح,A clear blue sky.
Clearance,Noun,تصريح/تصفية,Buy items on clearance.
Cleave,Verb,يشق/يلتصق,Cleave the wood block.
Cleft,Noun,شق,A cleft in the mountain.
Clemency,Noun,رأفة,Show clemency to prisoners.
Clement,Adjective,رحيم/معتدل,A clement weather day.
Clench,Verb,يضغط/يُحكم القبضة,Clench your fist tight.
Clergy,Noun,رجال الدين,The local clergy arrived.
Clerical,Adjective,مكتبي/كهنوتي,Perform clerical work.
Clerk,Noun,موظف مكتب,Ask the office clerk.
Clever,Adjective,ذكي,A very clever solution.
Click,Verb,ينقر,Click on the icon.
Client,Noun,عميل,Help the new client.
Cliff,Noun,جرف,Look over the cliff.
Climate,Noun,مناخ,The humid tropical climate.
Climax,Noun,ذروة,The story's dramatic climax.
Climb,Verb,يتسلق,Climb the tall ladder.
Clinch,Verb,يحسم,Clinch the final deal.
Cling,Verb,يتشبث,Cling to the rope.
Clinic,Noun,عيادة,Visit the dental clinic.
Clink,Verb,يُحدث رنيناً,Glasses will clink together.
Clip,Verb,يقص/يُثبت,Clip the papers together.
Clique,Noun,شلة/جماعة منغلقة,A small school clique.
Cloak,Noun,عباءة,Wear a heavy cloak.
Clock,Noun,ساعة,The clock struck noon.
Clockwise,Adverb,مع عقارب الساعة,Turn it clockwise.
Clod,Noun,كتلة طين,A clod of wet earth.
Clog,Verb,يسد,Hair will clog drains.
Cloister,Noun,دير/مكان منعزل,Live in the cloister.
Clone,Verb/Noun,يستنسخ/استنساخ,Clone the plant cells.
Close,Adjective/Verb,قريب/يغلق,Close the heavy door.
Closet,Noun,خزانة ملابس,Store clothes in closet.
Closure,Noun,إغلاق/نهاية,The closure of business.
Clot,Noun,جلطة/كتلة,A dangerous blood clot.
Cloth,Noun,قماش,A soft piece of cloth.
Clothe,Verb,يكسو,Clothe the young children.
